skmodel,average_probs,std_probs,train_sr_all,train_sr_0,train_sr_1,train_air_1,pred_sr_all,pred_sr_0,pred_sr_1,pred_air_1,accuracy,bal_accuracy,gt_accuracy,gt_bal_accuracy,gt_sr_0,gt_sr_1,gt_sr_all,accuracy_p0,accuracy_p1,gt_accuracy_p0,gt_accuracy_p1,gt_train_cm_all,gt_train_cm_p0,gt_train_cm_p1,cm_p0,cm_p1,cm_p0_gt,cm_p1_gt,experiment_name,dataset_name,study,timestamp,sample_size,class_sep,flip_percentage,cm_p0_gt_tn,cm_p0_gt_fp,cm_p0_gt_fn,cm_p0_gt_tp,cm_p1_gt_tn,cm_p1_gt_fp,cm_p1_gt_fn,cm_p1_gt_tp,cm_p0_tn,cm_p0_fp,cm_p0_fn,cm_p0_tp,cm_p1_tn,cm_p1_fp,cm_p1_fn,cm_p1_tp,gt_train_cm_all_tn,gt_train_cm_all_fp,gt_train_cm_all_fn,gt_train_cm_all_tp,gt_train_cm_p0_tn,gt_train_cm_p0_fp,gt_train_cm_p0_fn,gt_train_cm_p0_tp,gt_train_cm_p1_tn,gt_train_cm_p1_fp,gt_train_cm_p1_fn,gt_train_cm_p1_tp,data_group,train_spd_1,train_eod_1,pred_spd_p1,pred_eod_p1,fair_index
SVC,0.7162,0.0751,0.5,,0.5,,0.0683,0.0948,0.0331,0.3491,0.9558333333333332,0.8040426746341016,0.9558333333333332,0.8040426746341016,0.1516,0.0564,0.1108,0.8068332011630981,0.7931034482758621,0.8068332011630981,0.7931034482758621,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[581   1]
 [ 40  64]]","[[485   0]
 [ 12  17]]","[[581   1]
 [ 40  64]]","[[485   0]
 [ 12  17]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:05.743302,4000,3.0,0.1,581,1,40,64,485,0,12,17,581,1,40,64,485.0,0.0,12.0,17.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.02917771883289133,-0.0617,-0.02917771883289133,-0.04543885941644567
LinearDiscriminantAnalysis,0.8827,0.1387,0.5,,0.5,,0.1783,0.2376,0.0992,0.4176,0.8791666666666667,0.8267470456835622,0.8791666666666667,0.8267470456835622,0.1516,0.0564,0.1108,0.8473103357123976,0.7215072875933168,0.8473103357123976,0.7215072875933168,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[505  77]
 [ 18  86]]","[[449  36]
 [ 14  15]]","[[505  77]
 [ 18  86]]","[[449  36]
 [ 14  15]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:05.834833,4000,3.0,0.1,505,77,18,86,449,36,14,15,505,77,18,86,449.0,36.0,14.0,15.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.309681697612732,-0.13840000000000002,-0.309681697612732,-0.22404084880636602
GradientBoostingClassifier,0.8975,0.1147,0.5,,0.5,,0.1192,0.1633,0.0603,0.3694,0.9366666666666666,0.8557898964844163,0.9366666666666666,0.8557898964844163,0.1516,0.0564,0.1108,0.8741243721913825,0.7786704585851404,0.8741243721913825,0.7786704585851404,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[553  29]
 [ 21  83]]","[[471  14]
 [ 12  17]]","[[553  29]
 [ 21  83]]","[[471  14]
 [ 12  17]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:07.037593,4000,3.0,0.1,553,29,21,83,471,14,12,17,553,29,21,83,471.0,14.0,12.0,17.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.21187002652519904,-0.10300000000000001,-0.21187002652519904,-0.1574350132625995
MLPClassifier,0.9869,0.0563,0.5,,0.5,,0.245,0.2843,0.1926,0.6776,0.8158333333333333,0.7977147648878522,0.8158333333333333,0.7977147648878522,0.1516,0.0564,0.1108,0.797151731430082,0.7816565943832208,0.797151731430082,0.7816565943832208,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[469 113]
 [ 22  82]]","[[407  78]
 [  8  21]]","[[469 113]
 [ 22  82]]","[[407  78]
 [  8  21]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:08.166244,4000,3.0,0.1,469,113,22,82,407,78,8,21,469,113,22,82,407.0,78.0,8.0,21.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.06432360742705567,-0.0917,-0.06432360742705567,-0.07801180371352784
KNeighborsClassifier,0.9617,0.1049,0.5,,0.5,,0.1542,0.1822,0.1167,0.6406,0.8866666666666667,0.7980565283875105,0.8866666666666667,0.7980565283875105,0.1516,0.0564,0.1108,0.8062879989426381,0.767045858514042,0.8062879989426381,0.767045858514042,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[530  52]
 [ 31  73]]","[[443  42]
 [ 11  18]]","[[530  52]
 [ 31  73]]","[[443  42]
 [ 11  18]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:08.278361,4000,3.0,0.1,530,52,31,73,443,42,11,18,530,52,31,73,443.0,42.0,11.0,18.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.08123342175066306,-0.0655,-0.08123342175066306,-0.07336671087533153
QuadraticDiscriminantAnalysis,0.984,0.0662,0.5,,0.5,,0.1483,0.1472,0.1498,1.0175,0.8925,0.80133675331722,0.8925,0.80133675331722,0.1516,0.0564,0.1108,0.8099061591329633,0.8043370067543547,0.8099061591329633,0.8043370067543547,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[551  31]
 [ 34  70]]","[[429  56]
 [  8  21]]","[[551  31]
 [ 34  70]]","[[429  56]
 [  8  21]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:08.400788,4000,3.0,0.1,551,31,34,70,429,56,8,21,551,31,34,70,429.0,56.0,8.0,21.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,0.051061007957559634,0.002599999999999991,0.051061007957559634,0.026830503978779813
GaussianNB,0.9859,0.0369,0.5,,0.5,,0.0817,0.1108,0.0428,0.3863,0.9591666666666666,0.8388250382281852,0.9591666666666666,0.8388250382281852,0.1516,0.0564,0.1108,0.8540510177108116,0.7879488091006044,0.8540510177108116,0.7879488091006044,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[580   2]
 [ 30  74]]","[[480   5]
 [ 12  17]]","[[580   2]
 [ 30  74]]","[[480   5]
 [ 12  17]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:08.466809,4000,3.0,0.1,580,2,30,74,480,5,12,17,580,2,30,74,480.0,5.0,12.0,17.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.12533156498673748,-0.068,-0.12533156498673748,-0.09666578249336874
XGBClassifier,0.9765999913215636,0.0746999979019165,0.5,,0.5,,0.0933,0.1297,0.0447,0.3449,0.9525,0.8449485945416493,0.9525,0.8449485945416493,0.1516,0.0564,0.1108,0.8598830293417923,0.7869178812655528,0.8598830293417923,0.7869178812655528,"[[2486    0]
 [   8 2494]]",[],"[[1347    0]
 [   0 1347]]","[[570  12]
 [ 27  77]]","[[479   6]
 [ 12  17]]","[[570  12]
 [ 27  77]]","[[479   6]
 [ 12  17]]",fair_oversample,sample_4000_sep_3_flipped_0.1.csv,study_adult,2025-09-21T11:24:08.789877,4000,3.0,0.1,570,12,27,77,479,6,12,17,570,12,27,77,479.0,6.0,12.0,17.0,2486,0,8,2494,,,,,1347,0,0,1347,3.0,,-0.15417771883289133,-0.08500000000000002,-0.15417771883289133,-0.11958885941644568
RandomForestClassifier,0.9431,0.0868,0.5,,0.5,,0.0992,0.137,0.0486,0.355,0.955,0.8565408101831943,0.9583333333333334,0.8610144381509461,0.1662,0.0681,0.1242,0.8649398846767268,0.8214006398862425,0.8649398846767268,0.841813301521026,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[563   9]
 [ 29  85]]","[[479   6]
 [ 10  19]]","[[563   9]
 [ 29  85]]","[[478   1]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:09.010902,4000,3.0,0.2,563,9,29,85,478,1,11,24,563,9,29,85,479.0,6.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.09044162129461586,-0.0884,-0.09044162129461586,-0.08942081064730793
LogisticRegression,0.7338,0.1194,0.5,,0.5,,0.11,0.1414,0.0681,0.4816,0.9458333333333332,0.8543608709171623,0.9491666666666668,0.8586612941334236,0.1662,0.0681,0.1242,0.8675775978407557,0.8110913615357269,0.8675775978407557,0.8313748881598568,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[561  11]
 [ 28  86]]","[[469  16]
 [ 10  19]]","[[561  11]
 [ 28  86]]","[[468  11]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:09.086419,4000,3.0,0.2,561,11,28,86,468,11,11,24,561,11,28,86,469.0,16.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.09921355111917729,-0.0733,-0.09921355111917729,-0.08625677555958865
SVC,0.7259,0.0763,0.5,,0.5,,0.0792,0.1035,0.0467,0.4511,0.9516666666666668,0.8123201302009249,0.955,0.8187919463087248,0.1662,0.0681,0.1242,0.8114035087719298,0.822431567721294,0.8114035087719298,0.8428571428571429,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[572   0]
 [ 43  71]]","[[480   5]
 [ 10  19]]","[[572   0]
 [ 43  71]]","[[479   0]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:09.586598,4000,3.0,0.2,572,0,43,71,479,0,11,24,572,0,43,71,480.0,5.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,0.03236539624924373,-0.056799999999999996,0.03236539624924373,-0.012217301875378134
LinearDiscriminantAnalysis,0.8627,0.1434,0.5,,0.5,,0.1858,0.2362,0.1187,0.5025,0.8916666666666667,0.8629185384152271,0.8966666666666666,0.869009380647386,0.1662,0.0681,0.1242,0.8633603238866396,0.8391041592605759,0.8633603238866396,0.8655532359081419,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[506  66]
 [ 18  96]]","[[446  39]
 [  7  22]]","[[506  66]
 [ 18  96]]","[[446  33]
 [  7  28]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:09.722502,4000,3.0,0.2,506,66,18,96,446,33,7,28,506,66,18,96,446.0,39.0,7.0,22.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.08348457350272231,-0.1175,-0.08348457350272231,-0.10049228675136115
GradientBoostingClassifier,0.8757,0.1236,0.5,,0.5,,0.1342,0.1778,0.0759,0.4266,0.935,0.8723991240547532,0.9383333333333334,0.8755164464651753,0.1662,0.0681,0.1242,0.8772849957060483,0.8435122644863136,0.8772849957060483,0.8578586340590516,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[542  30]
 [ 22  92]]","[[467  18]
 [  8  21]]","[[542  30]
 [ 22  92]]","[[466  13]
 [  9  26]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:10.743898,4000,3.0,0.2,542,30,22,92,466,13,9,26,542,30,22,92,467.0,18.0,8.0,21.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.08287961282516632,-0.10190000000000002,-0.08287961282516632,-0.09238980641258317
MLPClassifier,1.0,0.0016,0.5,,0.5,,0.0917,0.1239,0.0486,0.3925,0.9625,0.8607981422550959,0.9658333333333332,0.8652960746875779,0.1662,0.0681,0.1242,0.8728070175438596,0.8214006398862425,0.8728070175438596,0.841813301521026,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[572   0]
 [ 29  85]]","[[479   6]
 [ 10  19]]","[[572   0]
 [ 29  85]]","[[478   1]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:11.419777,4000,3.0,0.2,572,0,29,85,478,1,11,24,572,0,29,85,479.0,6.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.09044162129461586,-0.0753,-0.09044162129461586,-0.08287081064730793
KNeighborsClassifier,0.9605,0.1087,0.5,,0.5,,0.1575,0.188,0.1167,0.6208,0.89,0.8075500658282115,0.8933333333333333,0.8123870522800274,0.1662,0.0681,0.1242,0.8133051159366949,0.7853181656594383,0.8133051159366949,0.8052788547569341,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[524  48]
 [ 33  81]]","[[444  41]
 [ 10  19]]","[[524  48]
 [ 33  81]]","[[443  36]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:11.502287,4000,3.0,0.2,524,48,33,81,443,36,11,24,524,48,33,81,444.0,41.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.05535390199637025,-0.0713,-0.05535390199637025,-0.06332695099818512
QuadraticDiscriminantAnalysis,0.956,0.1062,0.5,,0.5,,0.5717,0.5321,0.6245,1.1737,0.5141666666666667,0.6637501571276405,0.5191666666666667,0.6679001781620573,0.1662,0.0681,0.1242,0.701693043798307,0.6076075364379666,0.701693043798307,0.6248135997614077,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[306 266]
 [ 15  99]]","[[188 297]
 [  5  24]]","[[306 266]
 [ 15  99]]","[[188 291]
 [  5  30]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:11.652418,4000,3.0,0.2,306,266,15,99,188,291,5,30,306,266,15,99,188.0,297.0,5.0,24.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.04083484573502727,0.09240000000000004,-0.04083484573502727,0.025782577132486384
GaussianNB,0.9864,0.0283,0.5,,0.5,,0.0925,0.1239,0.0506,0.4082,0.9583333333333334,0.8523860245714551,0.9616666666666668,0.8571574531127274,0.1662,0.0681,0.1242,0.8622868359710465,0.8203697120511909,0.8622868359710465,0.8407694601849091,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[570   2]
 [ 31  83]]","[[478   7]
 [ 10  19]]","[[570   2]
 [ 31  83]]","[[477   2]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:11.714935,4000,3.0,0.2,570,2,31,83,477,2,11,24,570,2,31,83,478.0,7.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.07289776164549311,-0.0733,-0.07289776164549311,-0.07309888082274656
XGBClassifier,0.973900020122528,0.0716999992728233,0.5,,0.5,,0.1033,0.1414,0.0525,0.3715,0.9525,0.8581451660921859,0.9558333333333332,0.8624671932770963,0.1662,0.0681,0.1242,0.8675775978407557,0.8193387842161393,0.8675775978407557,0.8397256188487922,"[[2502    0]
 [  11 2513]]",[],"[[1357    0]
 [   0 1357]]","[[561  11]
 [ 28  86]]","[[477   8]
 [ 10  19]]","[[561  11]
 [ 28  86]]","[[476   3]
 [ 11  24]]",fair_oversample,sample_4000_sep_3_flipped_0.2.csv,study_adult,2025-09-21T11:24:12.038486,4000,3.0,0.2,561,11,28,86,476,3,11,24,561,11,28,86,477.0,8.0,10.0,19.0,2502,0,11,2513,,,,,1357,0,0,1357,3.0,,-0.09921355111917729,-0.0889,-0.09921355111917729,-0.09405677555958865
RandomForestClassifier,0.9442,0.0956,0.5,,0.5,,0.0908,0.1268,0.0428,0.3375,0.965,0.8814788716212594,0.9666666666666668,0.8807009561829002,0.1443,0.0545,0.1058,0.8980778827456851,0.8100517368810052,0.8980778827456851,0.817313345091123,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[580   7]
 [ 19  80]]","[[484   8]
 [  8  14]]","[[580   7]
 [ 19  80]]","[[482   4]
 [ 10  18]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:12.272519,4000,3.0,0.3,580,7,19,80,482,4,10,18,580,7,19,80,484.0,8.0,8.0,14.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.1717171717171717,-0.08399999999999999,-0.1717171717171717,-0.12785858585858584
LogisticRegression,0.7441,0.1158,0.5,,0.5,,0.0975,0.1297,0.0545,0.4199,0.9583333333333334,0.8777717353840027,0.96,0.8769730903860689,0.1443,0.0545,0.1058,0.8904720114260148,0.8276977087952697,0.8904720114260148,0.8300264550264551,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[577  10]
 [ 20  79]]","[[479  13]
 [  7  15]]","[[577  10]
 [ 20  79]]","[[477   9]
 [  9  19]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:12.341027,4000,3.0,0.3,577,10,20,79,477,9,9,19,577,10,20,79,479.0,13.0,7.0,15.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.11616161616161624,-0.07520000000000002,-0.11616161616161624,-0.09568080808080813
SVC,0.7217,0.0748,0.5,,0.5,,0.0725,0.0977,0.0389,0.3984,0.9616666666666668,0.8319303916237104,0.9633333333333334,0.8337137028421308,0.1443,0.0545,0.1058,0.8324815445769449,0.8358277900960828,0.8324815445769449,0.8382569077013522,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[586   1]
 [ 33  66]]","[[487   5]
 [  7  15]]","[[586   1]
 [ 33  66]]","[[485   1]
 [  9  19]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:12.813634,4000,3.0,0.3,586,1,33,66,485,1,9,19,586,1,33,66,487.0,5.0,7.0,15.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,0.015151515151515138,-0.0588,0.015151515151515138,-0.02182424242424243
LinearDiscriminantAnalysis,0.877,0.1357,0.5,,0.5,,0.1617,0.2201,0.0837,0.3801,0.8991666666666667,0.855877419404254,0.8991666666666667,0.8498983642888069,0.1443,0.0545,0.1058,0.8553679899506135,0.8124538063562454,0.8553679899506135,0.7957084068195179,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[518  69]
 [ 17  82]]","[[464  28]
 [  7  15]]","[[518  69]
 [ 17  82]]","[[461  25]
 [ 10  18]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:12.914731,4000,3.0,0.3,518,69,17,82,461,25,10,18,518,69,17,82,464.0,28.0,7.0,15.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.14646464646464652,-0.1364,-0.14646464646464652,-0.14143232323232324
GradientBoostingClassifier,0.8829,0.1232,0.5,,0.5,,0.1317,0.1735,0.0759,0.4374,0.9308333333333332,0.8771551559065249,0.9325,0.8754797425717871,0.1443,0.0545,0.1058,0.8826252301550428,0.8402623798965263,0.8826252301550428,0.8375955320399765,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[550  37]
 [ 17  82]]","[[469  23]
 [  6  16]]","[[550  37]
 [ 17  82]]","[[467  19]
 [  8  20]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:14.138467,4000,3.0,0.3,550,37,17,82,467,19,8,20,550,37,17,82,469.0,23.0,6.0,16.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.101010101010101,-0.09759999999999999,-0.101010101010101,-0.0993050505050505
MLPClassifier,0.9964,0.0318,0.5,,0.5,,0.1683,0.2041,0.1206,0.5911,0.8925,0.8521702831669973,0.8941666666666667,0.8505734895905952,0.1443,0.0545,0.1058,0.8588353724639926,0.8168883961566888,0.8588353724639926,0.8139329805996472,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[528  59]
 [ 18  81]]","[[446  46]
 [  6  16]]","[[528  59]
 [ 18  81]]","[[444  42]
 [  8  20]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:15.475262,4000,3.0,0.3,528,59,18,81,444,42,8,20,528,59,18,81,446.0,46.0,6.0,16.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.09090909090909094,-0.0835,-0.09090909090909094,-0.08720454545454548
KNeighborsClassifier,0.9563,0.1142,0.5,,0.5,,0.1533,0.1735,0.1265,0.729,0.8908333333333334,0.8145551053546672,0.8925,0.8149312766472689,0.1443,0.0545,0.1058,0.8236022920861081,0.7900960827790096,0.8236022920861081,0.7919606114050559,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[540  47]
 [ 27  72]]","[[442  50]
 [  7  15]]","[[540  47]
 [ 27  72]]","[[440  46]
 [  9  19]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:15.545989,4000,3.0,0.3,540,47,27,72,440,46,9,19,540,47,27,72,442.0,50.0,7.0,15.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.045454545454545525,-0.046999999999999986,-0.045454545454545525,-0.046227272727272756
QuadraticDiscriminantAnalysis,1.0,0.0013,0.5,,0.5,,0.96,0.9636,0.9553,0.9914,0.1375,0.5130515705543088,0.1391666666666666,0.5047552303865092,0.1443,0.0545,0.1058,0.5094901312959235,0.5233739837398373,0.5094901312959235,0.4858906525573192,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[ 23 564]
 [  2  97]]","[[ 23 469]
 [  0  22]]","[[ 23 564]
 [  2  97]]","[[ 21 465]
 [  2  26]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:15.661514,4000,3.0,0.3,23,564,2,97,21,465,2,26,23,564,2,97,23.0,469.0,0.0,22.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,0.02020202020202022,-0.008299999999999974,0.02020202020202022,0.0059510101010101235
GaussianNB,0.9874,0.0373,0.5,,0.5,,0.0858,0.1195,0.0409,0.3418,0.9666666666666668,0.8750679769299703,0.9683333333333334,0.8746908733332843,0.1443,0.0545,0.1058,0.8846299451069468,0.8348115299334811,0.8846299451069468,0.83722810111699,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[582   5]
 [ 22  77]]","[[486   6]
 [  7  15]]","[[582   5]
 [ 22  77]]","[[484   2]
 [  9  19]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:15.727759,4000,3.0,0.3,582,5,22,77,484,2,9,19,582,5,22,77,486.0,6.0,7.0,15.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.09595959595959602,-0.0786,-0.09595959595959602,-0.08727979797979801
XGBClassifier,0.9733999967575072,0.0724000036716461,0.5,,0.5,,0.095,0.1327,0.0447,0.3373,0.9608333333333332,0.8791619114729738,0.9625,0.8783710400598806,0.1443,0.0545,0.1058,0.8946707277201315,0.8090354767184036,0.8946707277201315,0.8162845385067607,"[[2480    0]
 [  20 2500]]",[],"[[1342    0]
 [   0 1342]]","[[576  11]
 [ 19  80]]","[[483   9]
 [  8  14]]","[[576  11]
 [ 19  80]]","[[481   5]
 [ 10  18]]",fair_oversample,sample_4000_sep_3_flipped_0.3.csv,study_adult,2025-09-21T11:24:16.067311,4000,3.0,0.3,576,11,19,80,481,5,10,18,576,11,19,80,483.0,9.0,8.0,14.0,2480,0,20,2500,,,,,1342,0,0,1342,3.0,,-0.1717171717171717,-0.08800000000000002,-0.1717171717171717,-0.12985858585858587
RandomForestClassifier,0.9428,0.0973,0.5,,0.5,,0.0858,0.1268,0.0311,0.2454,0.9583333333333334,0.8494883720930233,0.9558333333333332,0.8372125165855816,0.1531,0.0603,0.1133,0.8636833046471601,0.7699392712550608,0.8636833046471601,0.7409002871835971,"[[2489    0]
 [  24 2513]]",[],"[[1348    0]
 [   0 1348]]","[[572   9]
 [ 27  78]]","[[489   5]
 [  9  11]]","[[572   9]
 [ 27  78]]","[[482   1]
 [ 16  15]]",fair_oversample,sample_4000_sep_3_flipped_0.4.csv,study_adult,2025-09-21T11:24:16.287033,4000,3.0,0.4,572,9,27,78,482,1,16,15,572,9,27,78,489.0,5.0,9.0,11.0,2489,0,24,2513,,,,,1348,0,0,1348,3.0,,-0.19285714285714284,-0.0957,-0.19285714285714284,-0.14427857142857142
LogisticRegression,0.7453,0.116,0.5,,0.5,,0.0858,0.1122,0.0506,0.4507,0.9583333333333334,0.8494883720930233,0.9591666666666666,0.8455053073861123,0.1531,0.0603,0.1133,0.8554216867469879,0.8378542510121457,0.8554216867469879,0.8163694650370668,"[[2489    0]
 [  24 2513]]",[],"[[1348    0]
 [   0 1348]]","[[579   2]
 [ 30  75]]","[[482  12]
 [  6  14]]","[[579   2]
 [ 30  75]]","[[477   6]
 [ 11  20]]",fair_oversample,sample_4000_sep_3_flipped_0.4.csv,study_adult,2025-09-21T11:24:16.355035,4000,3.0,0.4,579,2,30,75,477,6,11,20,579,2,30,75,482.0,12.0,6.0,14.0,2489,0,24,2513,,,,,1348,0,0,1348,3.0,,-0.014285714285714346,-0.061599999999999995,-0.014285714285714346,-0.03794285714285717
SVC,0.7179,0.0756,0.5,,0.5,,0.065,0.086,0.037,0.4298,0.9525,0.7896744186046512,0.9516666666666668,0.7867647058823529,0.1531,0.0603,0.1133,0.780952380952381,0.8449392712550607,0.780952380952381,0.8064516129032258,"[[2489    0]
 [  24 2513]]",[],"[[1348    0]
 [   0 1348]]","[[581   0]
 [ 46  59]]","[[489   5]
 [  6  14]]","[[581   0]
 [ 46  59]]","[[483   0]
 [ 12  19]]",fair_oversample,sample_4000_sep_3_flipped_0.4.csv,study_adult,2025-09-21T11:24:16.792628,4000,3.0,0.4,581,0,46,59,483,0,12,19,581,0,46,59,489.0,5.0,6.0,14.0,2489,0,24,2513,,,,,1348,0,0,1348,3.0,,0.13809523809523805,-0.048999999999999995,0.13809523809523805,0.04454761904761903
LinearDiscriminantAnalysis,0.8635,0.1433,0.5,,0.5,,0.18,0.2289,0.1148,0.5015,0.8791666666666667,0.8371162790697675,0.8816666666666667,0.8338677576293676,0.1531,0.0603,0.1133,0.8371772805507746,0.8044534412955465,0.8371772805507746,0.799372203299272,"[[2489    0]
 [  24 2513]]",[],"[[1348    0]
 [   0 1348]]","[[508  73]
 [ 21  84]]","[[449  45]
 [  6  14]]","[[508  73]
 [ 21  84]]","[[445  38]
 [ 10  21]]",fair_oversample,sample_4000_sep_3_flipped_0.4.csv,study_adult,2025-09-21T11:24:16.877629,4000,3.0,0.4,508,73,21,84,445,38,10,21,508,73,21,84,449.0,45.0,6.0,14.0,2489,0,24,2513,,,,,1348,0,0,1348,3.0,,-0.10000000000000009,-0.1141,-0.10000000000000009,-0.10705000000000003
